latitude,longitude,name
38.62070956,-121.42269579999999,3012 ALBATROSS WAY
38.61488957,-121.49342720000001,1426 BREWERTON DR
38.58239328,-121.50593359999999,FRONT ST / K ST
38.53116122,-121.46612140000002,3807 24TH AVE
38.60641085,-121.4473501,EMPRESS ST / ARDEN WAY
38.57682477,-121.4882896,1415 L ST
38.63207451,-121.5287747,2737 SCREECH OWL WAY
38.60108154,-121.456171,1900 CANTERBURY RD
38.47489873,-121.49969440000001,7769 AMHERST ST
38.67510292,-121.5226753,100 ROCKMONT CIR
38.46594742,-121.4513773,8032 TORRENTE WAY
38.51055016,-121.40908300000001,POWER INN RD / ELDER CREEK RD
38.570664,-121.465448,1125 ALHAMBRA BLVD
38.643232399999995,-121.4563115,4128 NORWOOD AVE
38.67318557,-121.50354909999999,HONOR PKWY / REGENCY PARK CIR
38.66695301,-121.50887069999999,3 CLOE CT
38.45025842,-121.443044,8454 COEBURN ST
38.52337984,-121.4378491,5620 34TH AVE
38.56159185,-121.4923822,BROADWAY / 16TH ST
38.56438552,-121.4516767,1414 43RD ST
38.49603233,-121.4619674,FLORIN RD / MUNSON WAY
38.52967087,-121.4469794,1 CLAUSS CT
38.47425283,-121.43687690000002,MACK RD / CENTER PKWY
38.57941421,-121.48643440000001,1426 I ST
38.47425283,-121.43687690000002,MACK RD / CENTER PKWY
38.49714012,-121.51368980000001,1236 EL ENCANTO WAY
38.57201606,-121.4692575,2801 L ST
38.61859754,-121.43825690000001,2884 DEL PASO BLVD
38.57348427,-121.4678719,J ST / 29TH ST
38.61197962,-121.4578062,2518 HAWTHORNE ST
38.62099831,-121.5104473,AZEVEDO DR / YARWOOD WAY
38.51755951,-121.4142712,6021 WILKINSON ST
38.63465784,-121.43924009999998,1200 ROANOKE AVE
38.65509277,-121.4477394,RIO LINDA BLVD / MAIN AVE
38.5076709,-121.5412748,398 FLORIN RD
38.65966202,-121.4535351,525 EXCHANGE ST
38.61499077,-121.45347140000001,535 LAMPASAS AVE
38.65699142,-121.5038615,12 GRAND CANYON CT
38.63500106,-121.4213652,3709 PRESIDIO ST
38.49601155,-121.45927720000002,FLORIN RD / FRANKLIN BLVD
38.54182394,-121.47095049999999,3615 33RD ST
38.63963285,-121.4130509,2324 NORTH AVE
38.63351404,-121.5282646,2800 CHATEAU MONTELENA WAY
38.61199425,-121.4244182,1820 FRIENZA AVE
38.57546355,-121.47618229999999,2230 J ST
38.50771305,-121.5534498,6581 HARMON DR
38.51617367,-121.52863789999999,6054 RIVERSIDE BLVD
38.60088271,-121.4352821,1545 RIVER PARK DR
38.63244741,-121.4903723,1287 TRAIL END WAY
38.62275946,-121.51394599999999,2215 BORONA WAY
38.51110856,-121.53434340000001,6 SHELTER POINT CT
38.61286644,-121.44445470000001,970 FRIENZA AVE
38.61301252,-121.4993798,1631 W EL CAMINO AVE
38.60758365,-121.54110449999999,SWEET PEA WAY / SHADY ARBOR CT
38.65509277,-121.4477394,RIO LINDA BLVD / MAIN AVE
38.5206653,-121.515833,5878 KAHARA CT
38.62749128,-121.52870700000001,18 GODELLO CT
38.55456463,-121.41061380000001,7850 COLLEGE TOWN DR
38.66227019,-121.52913889999999,4947 KOKOMO DR
38.5695415,-121.40908400000001,HOWE AVE / AMERICAN RIVER DR
38.65731154,-121.51199790000001,4650 NATOMAS BLVD
38.54072015,-121.4620361,3724 SAN CARLOS WAY
38.53437911,-121.50687420000001,4410 CRESTWOOD WAY
38.62194039,-121.43171299999999,1500 TESSA AVE
38.46337225,-121.41617179999999,7500 HOSPITAL DR
38.54929974,-121.3882189,8545 FOLSOM BLVD
38.46449565,-121.45678799999999,8105 PHINNEY DR
38.58259727,-121.500996,401 J ST
38.54100057,-121.44581470000001,3632 52ND ST
38.53725889,-121.44775609999999,SAN FRANCISCO BLVD / 50TH ST
38.52545723,-121.51393390000001,5524 DANJAC CIR
38.61361383,-121.454378,2571 ALTOS AVE
38.58062786,-121.5014996,414 K ST
38.48682651,-121.5001978,7486 CARELLA DR
38.58137649,-121.49745379999999,7TH ST / J ST
38.48023792,-121.4360926,5701 LERNER WAY
38.58472227,-121.48585049999998,1321 E ST
38.60666541,-121.422421,1912 BOWLING GREEN DR
38.63862878,-121.3815598,3555 AUBURN BLVD
38.48420982,-121.448306,7526 TITIAN PKWY
38.56047289,-121.39027040000002,12 WATERGLEN CIR
38.65394829,-121.46246299999999,4733 NASHUA WAY
38.62221222,-121.44473190000001,971 ACACIA AVE
38.62524321,-121.4304825,3146 PALMER ST
38.46027205,-121.4304773,8178 CENTER PKWY
38.61199425,-121.4244182,1820 FRIENZA AVE
38.60154457,-121.42747,1689 ARDEN WAY
38.61317258,-121.44244690000001,1029 FRIENZA AVE
38.52199137,-121.49901489999999,5770 FREEPORT BLVD
38.63070055,-121.44086399999999,1113 CONGRESS AVE
38.6374478,-121.3846125,3421 AUBURN BLVD
38.56839814,-121.43135249999999,560 SANDBURG DR
38.48020103,-121.50157859999999,7608 AMHERST ST
38.63910642,-121.52799999999999,3801 DUCKHORN DR
38.57543889,-121.50297350000001,5TH ST / P ST
38.49203951,-121.46133020000002,7301 MEADOWGATE DR
38.677688399999994,-121.53454009999999,5518 SAGPOND WAY
38.54199544,-121.4712254,33RD ST / 11TH AVE
38.5127908,-121.5313723,35 QUAY CT
38.56796664,-121.48525420000001,1814 19TH ST
38.50488174,-121.4804148,2505 52ND AVE
38.52199137,-121.49901489999999,5770 FREEPORT BLVD
38.64823548,-121.4261249,1751 BELL AVE
38.63589608,-121.5055312,3661 TRUXEL RD
38.63869884,-121.4424398,3904 MAY ST
38.66157492,-121.4969793,1650 BAINES AVE
38.47415723,-121.42969950000001,6272 MACK RD
38.54818818,-121.3940644,8389 FOLSOM BLVD
38.553090600000004,-121.3751255,FOLSOM BLVD / WATT AVE
38.64770425,-121.4242104,1801 BELL AVE
38.56737967,-121.47865149999998,2314 Q ST
38.60972461,-121.4953467,2340 MOSSY BANK DR
38.45718227,-121.4133413,8101 COSUMNES RIVER BLVD
38.57775529999999,-121.48388229999999,J ST / 17TH ST
38.45964489,-121.42914479999999,8200 CENTER PKWY
38.50926564,-121.41297279999999,6421 SUN RIVER DR
38.63535055,-121.42815420000001,3715 IVY ST
38.62642643,-121.487454,3157 BRIDGEFORD DR
38.58432423,-121.4902264,11TH ST / F ST
38.57001564,-121.48722959999999,17TH ST / Q ST
38.52496323,-121.44388740000001,FRUITRIDGE RD / 53RD ST
38.52517945,-121.4443121,5301 FRUITRIDGE RD
38.62009985,-121.4590851,2890 GROVE AVE
38.6176064,-121.4204494,2828 CONNIE DR
38.54069286,-121.4728119,3700 32ND ST
38.56108765,-121.49137160000001,1632 BROADWAY
38.62764502,-121.4258496,1729 DIGGS PARK DR
38.52517945,-121.4443121,5301 FRUITRIDGE RD
38.65543537,-121.5223763,2700 DEL PASO RD
38.49250972,-121.45794450000001,7290 FRANKLIN BLVD
38.60057486,-121.4940223,700 N 5TH ST
38.61712192,-121.4587997,321 ELEANOR AVE
38.61712192,-121.4587997,321 ELEANOR AVE
38.44227407,-121.4127165,7659 MASTERS ST
38.63425266,-121.41777590000001,3644 DAYTON ST
38.55701398,-121.4762723,2800 BROADWAY
38.58376222,-121.48484640000001,1418 E ST
38.54242302,-121.46746019999999,3514 37TH ST
38.59572389,-121.5050785,227 JIBBOOM ST
38.609884,-121.46479,78 REDWOOD AVE
38.62798992,-121.5092581,3311 LONG BRANCH CT
38.60240036,-121.42950320000001,1601 ARDEN WAY
38.57117547,-121.4924504,1701 13TH ST
38.50482198,-121.41121310000001,7770 52ND AVE
38.61328867,-121.494681,2621 STONECREEK DR
38.61112465,-121.45935959999998,EL CAMINO AVE / GROVE AVE
38.62581805,-121.49713009999999,3200 TRUXEL RD
38.61102318,-121.51194720000001,2540 VENTURE OAKS WAY
38.62266231,-121.42608929999999,1732 ELDRIDGE AVE
38.56788759,-121.47924590000001,23RD ST / Q ST
38.63659439,-121.4763493,NORTHGATE BLVD / ROSIN CT
38.52654807,-121.44340659999999,5530 STOCKTON BLVD
38.49601155,-121.45927720000002,FRANKLIN BLVD / FLORIN RD
38.60311006,-121.42697450000001,1609 BOWLING GREEN DR
38.61589867,-121.49247859999998,1422 BREWERTON DR
38.60880668,-121.4528434,2000 DEL PASO BLVD
38.53137433,-121.45064029999999,MCGLASHAN ST / PERRY AVE
38.531379799999996,-121.45237420000001,PERRY AVE / 46TH ST
38.56165546,-121.3880115,8552 ERINBROOK WAY
38.64316291,-121.47458190000002,4100 NORTHGATE BLVD
38.52225475,-121.4114993,7901 34TH AVE
38.64390931,-121.4507882,630 JESSIE AVE
38.51585237,-121.36750009999999,4 WAYNE CT
38.54020494,-121.4505653,3800 STOCKTON BLVD
38.47226256,-121.4336162,5907 BAMFORD DR
38.66757714,-121.4538176,5425 RIO LINDA BLVD
38.5842425,-121.50364679999998,2ND ST / I ST
38.57562427,-121.47589779999998,23RD ST / J ST
38.67667622,-121.5088422,2116 MABRY DR
38.60667473,-121.4226379,1906 BOWLING GREEN DR
38.57016732,-121.5069731,330 U ST
38.61472939,-121.43000649999999,PRINCETON ST / GLENROSE AVE
38.61935446,-121.47553429999999,INDIANA AVE / NORTHGATE BLVD
38.61292672,-121.44157040000002,LEXINGTON ST / FRIENZA AVE
38.46292264,-121.42840259999998,65 BRENTFORD CIR
38.46377975,-121.43126310000001,VALLEY HI DR / CENTER PKWY
38.55507539999999,-121.46845330000001,34TH ST / Y ST
38.58245172,-121.4877874,13TH ST / G ST
38.55645223,-121.4289124,1311 63RD ST
38.54470924,-121.4490342,4911 8TH AVE
38.4625133,-121.4603514,3845 SEA FOREST WAY
38.67660642,-121.51904669999999,2481 KRAMERIA AVE
38.50751789,-121.54774429999999,6550 PARK RIVIERA WAY
38.56502139,-121.4763254,2531 S ST
38.54783739,-121.42432029999999,6730 4TH AVE
38.55137298,-121.40615030000001,200 BICENTENNIAL CIR
38.60824476,-121.5192803,2311 RIVER PLAZA DR
38.54468278,-121.4591392,3251 SAN JOSE WAY
38.54118802,-121.45931599999999,12TH AVE / LISSETTA AVE
38.62769343,-121.46344509999999,3345 MABEL ST
38.47687825,-121.5002604,1549 JANRICK AVE
38.48227523,-121.4584554,4108 WEYMOUTH LN
38.66254563,-121.45128899999999,621 CLAIRE AVE
38.51484622,-121.5249979,930 43RD AVE
38.62743901,-121.5056249,SAN JUAN RD / BANDON WAY
38.47663386,-121.4803303,24TH ST / TEEKAY WAY
38.44973707,-121.4180465,BRUCEVILLE RD / CALVINE RD
38.61880719,-121.4796125,2912 CAMARILLO DR
38.44803746,-121.40780159999998,8461 TAMBOR WAY
38.51042757,-121.5419071,6421 RIVERSIDE BLVD
38.48243228,-121.514852,7553 GREENHAVEN DR
38.55155803,-121.46849350000001,35TH ST / BROADWAY
38.58612197,-121.48321999999999,15TH ST / C ST
38.60879322,-121.4306804,1595 SILICA AVE
38.59444259,-121.48147320000001,ELIZA ST / LOUISE ST
38.48369463,-121.515322,1240 ALDER TREE WAY
38.5454679,-121.45733249999999,3205 42ND ST
38.64036498,-121.4321298,1515 NORTH AVE
38.57201606,-121.4692575,2801 L ST
38.55531685,-121.47928519999999,2628 27TH ST
38.6358152,-121.44464340000002,3720 CYPRESS ST
38.59156169,-121.42002420000001,ETHAN WAY / HALLMARK DR
38.53444222,-121.40791329999999,4635 POWER INN RD
38.57920289,-121.49394299999999,10TH ST / K ST
38.54867149,-121.42308270000001,4TH AVE / REDDING AVE
38.63482334,-121.44166840000001,ROANOKE AVE / BELDEN ST
38.62073056,-121.4618489,212 CHRISTINE DR
38.60930026,-121.47706409999998,2351 NORTHGATE BLVD
38.62630755,-121.4756162,3251 NORTHGATE BLVD
38.62073678,-121.45729509999998,346 LINDLEY DR
38.61538617,-121.4234494,2743 ALBATROSS WAY
38.51364018,-121.4211919,7060 ROCK CREEK WAY
38.62866431,-121.4631893,MABEL ST / FORD RD
38.46252937,-121.45850379999999,MCNAMARA WAY / BENOIT CT
38.62968232,-121.44611599999999,RIO LINDA BLVD / CARMELITA AVE
38.58514056,-121.48543810000001,1328 D ST
38.57630105,-121.4319262,BETTY WAY / CAMELLIA AVE
38.60527526,-121.4516527,2156 CANTALIER ST
38.57848338,-121.47420819999999,2300 G ST
38.54102578,-121.46577140000001,3824 12TH AVE
38.51348202,-121.53254199999999,HAVENSIDE DR / RIVERSIDE BLVD
38.56382548,-121.491401,W ST / 16TH ST
38.60739495,-121.42059540000001,1960 JOAN WAY
38.57962095,-121.5068273,100 CAPITOL MALL
38.6089261,-121.4935886,2305 SANDCASTLE WAY
38.62275189,-121.4642874,132 OLMSTEAD DR
38.65941872,-121.50964409999999,4780 NATOMAS BLVD
38.59530776,-121.4839757,RICHARDS BLVD / DOS RIOS ST
38.47433302,-121.43981740000001,5255 MACK RD
38.43840598,-121.41833429999998,8775 CENTER PKWY
38.54454369,-121.4558291,8TH AVE / 44TH ST
38.59645425,-121.4382598,1370 RESPONSE RD
38.54061027,-121.4474575,5016 12TH AVE
38.51007761,-121.4095726,8024 ELDER CREEK RD
38.60027317,-121.4252477,1701 ARDEN WAY
38.59808509,-121.4275537,1690 ARDEN WAY
38.59530776,-121.4839757,DOS RIOS ST / RICHARDS BLVD
38.55614777,-121.4267606,65TH ST / ELVAS AVE
38.63228581,-121.4303283,3550 MARYSVILLE BLVD
38.44973707,-121.4180465,CALVINE RD / BRUCEVILLE RD
38.59664183,-121.423349,1896 ARDEN WAY
38.63931448,-121.42957890000001,3927 MARYSVILLE BLVD
38.52823386,-121.44564820000001,5100 STOCKTON BLVD
38.47602372,-121.5014051,1470 JANRICK AVE
38.45541339,-121.4420784,5210 SHORTWAY DR
38.58057689,-121.50369679999999,3RD ST / L ST
38.57218405,-121.4907608,14TH ST / P ST
38.49543922,-121.47997679999999,2460 FLORIN RD
38.57163324,-121.4854271,1730 O ST
38.52736754,-121.504668,1421 OREGON DR
38.52062063,-121.5084967,5824 ANNRUD WAY
38.62635393,-121.43920390000001,ARCADE BLVD / CLAY ST
38.57320247,-121.4747123,2415 L ST
38.57411723,-121.4827193,1831 CAPITOL AVE
38.61421301,-121.4925571,2668 STONECREEK DR
38.63939388,-121.46048959999999,3950 DEVELOPMENT DR
38.57725503,-121.4806992,1901 J ST
38.61692679,-121.45935060000001,GROVE AVE / ELEANOR AVE
38.57218529,-121.4642683,3140 J ST
38.58245363,-121.50527549999998,113 K ST
38.53284086,-121.49592179999999,4700 FREEPORT BLVD
38.53553572,-121.4468745,4331 STOCKTON BLVD
38.56159185,-121.4923822,16TH ST / BROADWAY
38.57240323,-121.4856804,1701 O ST
38.61124309,-121.4755625,NORTHGATE BLVD / W EL CAMINO AVE
38.54106323,-121.47576000000001,SUTTERVILLE RD / FRANKLIN BLVD
38.60986284,-121.45905420000001,2378 GROVE AVE
38.542611,-121.4443687,3500 53RD ST
38.58052209,-121.49862479999999,545 K ST
38.47764806,-121.4891676,211 HEMFORD CIR
38.65735092,-121.51026759999999,4680 NATOMAS BLVD
38.63862878,-121.3815598,3555 AUBURN BLVD
38.62198839,-121.4461582,ACACIA AVE / RIO LINDA BLVD
38.63862878,-121.3815598,3555 AUBURN BLVD
38.62219451,-121.43821100000001,1253 ACACIA AVE
38.54940296,-121.4091389,HOWE AVE / FOLSOM BLVD
38.63040165,-121.47802959999999,725 SAN JUAN RD
38.51332326,-121.43148359999999,6025 DIAS AVE
38.62875561,-121.5085108,3348 DRY BRANCH CT
38.58184562,-121.50116570000002,547 L ST
38.51030591,-121.47879209999999,47TH AVE / WOODBINE AVE
38.62982199,-121.4414625,1111 LOS ROBLES BLVD
38.57997771,-121.4978345,700 K ST
38.65899218,-121.46001559999999,10 FIG LEAF CT
38.65023973,-121.50850259999999,4400 TRUXEL RD
38.53114891,-121.4223993,4901 ALCOTT DR
38.51852,-121.475971,2881 38TH AVE
38.45790447,-121.43708600000001,8256 VILLAGE CREEK WAY
38.67549475,-121.4977777,260 ODELL CIR
38.47322263,-121.4250682,7821 ALTA VALLEY DR
38.52507079,-121.41993870000002,BELLEVIEW AVE / FRUITRIDGE RD
38.63253761,-121.42571219999999,1776 SOUTH AVE
38.64688728,-121.41406609999999,2224 BELL AVE
38.49297696,-121.50712859999999,7293 FARM DALE WAY
38.47920034,-121.4638793,7661 SKIROS WAY
38.57881567,-121.4970836,8TH ST / L ST
38.61402379,-121.49261440000001,2660 STONECREEK DR
38.49852712,-121.47422730000001,YREKA AVE / CANYON TREE DR
38.58053662,-121.4906312,906 12TH ST
38.61499899,-121.423449,1861 GLENROSE AVE
38.5704109,-121.4841033,19TH ST / P ST
38.57704873,-121.4812324,19TH ST / J ST
38.48308908,-121.47900120000001,2451 MEADOWVIEW RD
38.61733037,-121.510595,2828 AQUINO DR
38.62753184,-121.47553020000001,NORTHGATE BLVD / RIO TIERRA AVE
38.65357208,-121.50951270000002,4500 TRUXEL RD
38.6208506,-121.47001750000001,300 CURRAN AVE
38.56363425,-121.4885101,18TH ST / V ST W ST ALY
38.62053806,-121.4489382,757 ALAMOS AVE
38.60765045,-121.4504831,2304 OAKMONT ST
38.57900945,-121.489911,1230 J ST
38.629651700000004,-121.47552859999999,NORTHGATE BLVD / SAN JUAN RD
38.473580299999995,-121.4443013,4940 MACK RD
38.61110308,-121.46180259999998,EDGEWATER RD / EL CAMINO AVE
38.66166376,-121.45585919999999,426 CLAIRE AVE
38.64420903,-121.5129034,4101 INNOVATOR DR
38.54944953,-121.4614493,3962 3RD AVE
38.50098733,-121.41042,8025 WAGON TRAIL WAY
38.62255411,-121.45602120000001,412 ARCADE BLVD
38.57308322,-121.5075511,219 S ST
38.57308322,-121.5075511,215 S ST
38.57308322,-121.5075511,217 S ST
38.52186986,-121.51169679999998,5720 HOLSTEIN WAY
38.61775373,-121.49471940000001,1460 WOODRIDGE OAK WAY
38.65467106,-121.4625907,4782 KIT WAY
38.49502703,-121.5030125,1401 TIVERTON AVE
38.61867245,-121.44812659999998,LAS PALMAS AVE / ALTOS AVE
38.46101961,-121.41412700000001,8120 TIMBERLAKE WAY
38.48531018,-121.5356226,7530 RUSH RIVER DR
38.64336682,-121.42168590000001,99 VILLAGE CIR
38.59667389,-121.50569820000001,JIBBOOM ST / RICHARDS BLVD
38.55513128,-121.47286609999999,1ST AVE / ALHAMBRA BLVD
38.52512948,-121.4487903,5560 MCGLASHAN ST
38.57372161,-121.48267320000001,19TH ST / CAPITOL AVE
38.50290045,-121.48192479999999,6815 24TH ST
38.66172026,-121.52760500000001,4918 KOKOMO DR
38.58048952,-121.4715453,2412 E ST
38.60055347,-121.49857490000001,610 BERCUT DR
38.55463027,-121.41164140000001,7767 LA RIVIERA DR
38.5722972,-121.4773354,23RD ST / CAPITOL AVE
38.65300918,-121.4618713,4673 DANROTH DR
38.52845688,-121.51288570000001,1245 27TH AVE
38.48972495,-121.50244850000001,1470 MATHEWS WAY
38.57905171,-121.4976906,715 L ST
38.51382164,-121.52692340000002,6230 GREENHAVEN DR
38.63684482,-121.44233529999998,1045 GRAND AVE
38.68251335,-121.5015993,1824 DAWNELLE WAY
38.61586018,-121.4445924,950 ELEANOR AVE
38.53402736,-121.4978746,4555 FRANCIS CT
38.53402736,-121.4978746,4555 FRANCIS CT
38.53432365,-121.488409,2170 20TH AVE
38.63908268,-121.4042501,3900 ROSEVILLE RD
38.57984491,-121.4669044,416 28TH ST
38.63535473,-121.4622882,3800 DIDCOT CIR
38.63365507,-121.50033400000001,TRUXEL RD / I 80 EB
38.51928736,-121.38891650000001,8531 THYS CT
38.56010621,-121.4867588,BROADWAY / 20TH ST
38.5404985,-121.42122579999999,7024 MAITA CIR
38.54219716,-121.4673115,3526 37TH ST
38.53494151,-121.43359779999999,61ST ST / 19TH AVE
38.53243835,-121.4139778,7767 21ST AVE
38.52718667,-121.47124769999999,5303 FRANKLIN BLVD
38.62688953,-121.52793740000001,3180 GUADALAJARA WAY
38.5923559,-121.4926811,N B ST / N 7TH ST
38.61199425,-121.4244182,1820 FRIENZA AVE
38.49397262,-121.50751310000001,48 ROSE MEAD CIR
38.62145778,-121.49973,1671 PEBBLEWOOD DR
38.60929375,-121.4404159,SELMA ST / DIXIEANNE AVE
38.57920289,-121.49394299999999,10TH ST / K ST
38.57965854,-121.4681757,27TH ST / E ST
38.48235122,-121.45069939999999,4520 BROOKFIELD DR
38.47704073,-121.5231254,POCKET RD / COLEMAN RANCH WAY
38.62612259,-121.50472040000001,BANDON WAY / DEVRI CT
38.4797218,-121.440072,CENTER PKWY / LERNER WAY
38.57882476,-121.4878834,14TH ST / J ST
38.51839666,-121.3965716,15 BUSINESS PARK WAY
38.67803627,-121.5363804,780 GREG THATCH CIR
38.65333642,-121.5363135,4500 TYNEBOURNE ST
38.49417981,-121.5235386,7231 GREENHAVEN DR
38.63908268,-121.4042501,3900 ROSEVILLE RD
38.58207989,-121.5000936,5TH ST / J ST
38.51896869,-121.5205386,1028 LAKE GLEN WAY
38.60027317,-121.4252477,1701 ARDEN WAY
38.54264475,-121.4703011,10TH AVE / 34TH ST
38.53069117,-121.4105872,4969 TORONTO WAY
38.616307,-121.4225354,1904 HELENA AVE
38.63909731,-121.44136529999999,3916 BELDEN ST
38.51364018,-121.4211919,7060 ROCK CREEK WAY
38.54368712,-121.44430790000001,5241 9TH AVE
38.60672341,-121.47559229999999,NORTHGATE BLVD / JEFFERSON AVE
38.66321971,-121.52764760000001,2951 LOGANSPORT DR
38.54242538,-121.4757955,FRANKLIN BLVD / 11TH AVE
38.487682799999995,-121.4716869,TORRANCE AVE / 32ND ST
38.574057700000004,-121.5081215,1800 2ND ST
38.49442501,-121.47490390000002,55 QUASAR CIR
38.56940412,-121.4417047,H ST / 50TH ST
38.56480438,-121.4781317,2420 S ST
38.61611679999999,-121.45293079999999,2681 FAIRFIELD ST
38.56654113,-121.4436297,4830 J ST
38.57688189,-121.4783232,21ST ST / I ST J ST ALY
38.50336488,-121.5391044,316 ROUNDTREE CT
38.57991197,-121.4966071,8TH ST / K ST
38.48155327,-121.4608538,BROOKFIELD DR / TEAK CT
38.63252107,-121.4529344,3581 TAYLOR ST
38.61186919,-121.42356529999999,2541 ALBATROSS WAY
38.54121247,-121.47114380000001,33RD ST / 12TH AVE
38.57024299,-121.4262591,SANDBURG DR / CAMELLIA AVE
38.54988284,-121.38839920000001,8545 FOLSOM BLVD
38.66583461,-121.4267572,5400 RALEY BLVD
38.64006189,-121.4530341,575 DISPLAY WAY
38.58249661,-121.4892459,701 12TH ST
38.57899998,-121.50738079999999,NEASHAM CIR / FRONT ST
38.56641822,-121.4828556,21ST ST / S ST
38.51270034,-121.5368634,6278 RIVERSIDE BLVD
38.49511942,-121.47604479999998,2730 FLORIN RD
38.6377679,-121.43001140000001,3845 MARYSVILLE BLVD
38.49362212,-121.45800600000001,FRANKLIN BLVD / MEADOWGATE DR
38.65899218,-121.46001559999999,10 FIG LEAF CT
38.61409015,-121.5086433,2055 W EL CAMINO AVE
38.61722561,-121.421177,2815 CONNIE DR
38.60845539,-121.5250742,2727 RIVER PLAZA DR
38.57734295,-121.49624740000002,9TH ST / CAPITOL MALL
38.4730026,-121.4333379,5700 MACK RD
38.48646868,-121.4758183,7403 FLORES WAY
38.53563438,-121.4936121,20TH AVE / FREEPORT BLVD
38.57706706,-121.47676170000001,22ND ST / I ST
38.62916107,-121.437666,1221 RIVERA DR
38.56767025,-121.4852913,19TH ST / R ST S ST ALY
38.56863488,-121.476897,2411 P ST
38.61619673,-121.51790020000001,2832 GRASSLANDS DR
38.57777929,-121.47942900000001,20TH ST / I ST
38.63228581,-121.4303283,3550 MARYSVILLE BLVD
38.4497213,-121.4258719,CENTER PKWY / CALVINE RD
38.63070434,-121.4303689,1532 ROSALIND ST
38.57759578,-121.506495,O ST / 2ND ST
38.55378987,-121.466571,3543 1ST AVE
38.44313648,-121.4236588,4 VINTON CT
38.582786,-121.50273689999999,3RD ST / J ST
38.53424184,-121.42868100000001,4488 1/2 65TH ST
38.54364991,-121.46973419999999,3422 9TH AVE
38.54844544,-121.4882798,2156 WELLER WAY
38.58138778,-121.48379299999999,16TH ST / G ST
